review,sentiment
"I caught this movie on the Horror Channel and was quite impressed by the film's Gothic atmosphere and tone. As a big fan of all things vampire related, I am always happy to see a new variation of the vampire mythos, in this case, a ghoul-like creature residing in a Lovecraftian other dimension. The director has done a brilliant job of conveying the dark mood of the subject, using the decadent art scene as a backdrop to what is essentially a tale of love spanning time and space- the pure love of friendship opposed to the lust for blood and life by the vampires in the story. The characters in the story are transported to another dimension by the means of a mind-altering substance, where a shape-shifting vampire creature appears to grant them their hearts desires, whilst draining them of their life essence. There are some analogies to drug addiction and loss of control, and how this affects a group of friends in an artistic circle. I enjoyed watching the 2 main male characters in the story, Chris Ivan Cevic and Alex Petrovich, who were very attractive hunks, always a plus point in a vampire story for the female viewers! The special effects make up and creature effects were well done, and the set design of the vampire's dimension was very effective. All in all, an enjoyable take on vampire myths, and recommended for anyone who likes their vampires with some intelligence and not just action. The only thing missing to make it even better would have been a bit more eroticism and nudity, as it would have suited the plot and themes.",positive
"Except for the better than average acting skills of the two leads, this movie is really, really bad. The cheap production values don't help. Of course, you wouldn't really notice that the production values are cheap if they didn't keep trying to convince you they HAD a production values to begin with. Even for a B-movie genre freak like myself, this movie really sucks.",negative
"Meh, Sums it all up for me really. Boring story, bland dialogue, dull action scenes (HOW do you make something like a fight or a shootout boring? Do you actually have to TRY to do that?), no real characters etc. Just dull. Snipes is a gifted actor and physical performer but none of this has come to the surface in ANY of his DTV work, when the opportunity is there to give the audience a much more superior product than they are used to. Imagine a decent script with a few solid characters that you care about and some damn explosive action, fights, shootouts, etc. How can it be that hard to handle? My personal opinion is that the primary players in the productions simply do not care. There is no evidence of enthusiasm for what they are doing. Look at Snipes in the first 2 Blades, Passenger 57, Rising Sun, New Jack City, Demolition Man etc? Awesome, intense performances complemented by decent (if not always outstanding) scripts, good supporting casts and wicked action.<br /><br />None of that is evident in any of these releases so far which is a tremendous shame. The distributors slap Wesley's face on the cover, knowing the audience will lap them up as they haven't realised yet that they haven't seen him in theatres for nearly 2 years.<br /><br />I'd love to see Snipes work with somebody like Isaac Florentine who really knows how to make the most out of a DTV production, and work with Alpha Stunts who are simply some of the best action guys out there. Together they would all make an awesome team and a Snipes action vehicle we would all be proud of seeing.<br /><br />Detonator sucks. It's not as bad as The Marksman, which chews, but it still really sucks.",negative
"Well I watched this last night and the one thing that didn't make it completely terrible is that it was straight forward. There was no beating around the bush that this kid was the Anti-Christ. However the movie was just poorly written. For example, they never explained how they made the dentist incident an ""Accident"" or at the end how the cop just miraculously ended up at the house in time to save the kid without the police even being called yet. The death scenes were just really bad and not entertaining at all. The kid they chose to play the Anti-Christ was boring and they really could've picked a better kid. Just don't waste your time watching this.",negative
Excellent story of lives that need repair....one of those rare films that I could watch with my 7 and 8 year old daughters... Glenn Close was excellent in the title role. It was also nice to see Christopher Walken in a more normal role.,positive
"Annoying, static comedy with a painfully miscast Peter Sellers as a smarmy, self-centered Casanova who always has his way with the ladies. A major blemish on Sellers' filmography, and, even worse, a film that seems to have been made solely to satisfy the ego of its star. (*)",negative
"I heard about this film and knew it wasn't real good. But I started watching the film (on my film-channel)and was interested. This could be a really great, darkly black satire on todays morals in media. The small featurettes on every contestent were good. It build up to something I wouldn't wanna miss. But when the so called show starts everything becomes implausible, cheap and rather silly. Here's where the writer should have added something that would make people think. But instead it's wrapped up and assuming people are this dumb.<br /><br />The ending is so bad I give it a 1. Even if the film starts of promising.",negative
"its too bad that no one knows anything about this movie, and it gets old telling people it's rap's version of spinal tap. and you know, im sorry i dont have any better comments, but damnit, go get the movie and watch it, and then make all your friends watch it too, just like im gonna.",positive
"Sure, it had some of the makings of a good film. The storyline is good, if a bit bland and the acting was good enough though I didn't understand why Olivia d'Abo had such a pronounced Australian accent if her character was supposed to have been raised in the US. My biggest problem, however, was with the wardrobe. I know as rule, the average American is considered a frumpy dresser by any self-respecting European but this was beyond that. Anna's colour combinations were positively ghastly!! And that potato sack-like, sad excuse for a coat she wore throughout the film made me break out in hives. I suppose the idea was to be as realistic as possible (how many school teachers walk around in Prada?) but simple doesn't mean an absolute lack of taste. A word to the wise...",negative
"The SF premise isn't unique (although it pretty much was back then), but the focus is a completely different one than in other artificial reality films. Especially during the first part it is an elaborate crime picture, that uses the SF premise to tell an unusual crime story in which the forced detective tries to solve a mystery with the obstacle of vanishing characters and unhelpful witnesses who don't have to lie to be unhelpful. Instead of an unreliable narrator we have an unreliable world.<br /><br />In part two we follow the main character's struggle for sanity and it turns more into a psychological examination of a character in an extreme situation. He knows his very existence is nothing more than electrical impulses, how does he deal with this knowledge? He knows that there is a world that is more real than his, but he is trapped in an artificial world, a world where nobody can understand him. The problem of thinking of knowing something essential about the world that nobody else knows or wants to believe is a very real one that many of us can identify with. For me the film transports this hopelessness very well, with its dreary, artificial atmosphere which also supports the factual artificiality of the film's world.<br /><br />Other than 'The Matrix' or 'The Thirteenth Floor' it's little concerned with evoking a sense of awe for its artificial reality plot, instead it very much focuses on the psychological aspects. Philosophy is only in so far interesting in that certain philosophical concepts are essential in how they shape and alter the character's perception of the world.<br /><br />Arguably it is longer than it has to be (which isn't a problem if you are as captivated by it as I was) and part 2 runs pretty low on steam.",positive
"'Identity . . . . I am part of my surroundings and I became separate from them and it's being able to make those differentiations clearly that lets us have an identity and what's inside our identity is everything that's ever happened to us' (Ntozake Shange qtd in ""Fires in the Mirror"").<br /><br />Pieces like Decalogue V used to intimidate me. I felt that if I accepted them, than I would be compromising something. What I thought before really isn't worth getting into. I understand what Naturalism is trying to say. I experienced a tangible katharsis, and one that fell into existence piecemeal, and one that's still alive, that I still have to reckon with. It's still working inside me. <br /><br />The film wasn't sympathetic, per se. It doesn't need to say that the death penalty is a wicked thing. There are certainly wicked people; whether or not they should die is for another film. What Decalogue shows is that good, beautiful people exists who kill other people when their society and primal urges jack them up. <br /><br />The 'science' of naturalism is what has helped me to appreciate Decalogue V. It's not worth the writing space to go into why I would not let myself before, but I see now the worth in making art like this to 'make' people, or perhaps to make people do something. <br /><br />There's a method to Lazar's compromise of his . . . light. Much of that meaning makes sense only in retrospect. This should not be too strange of an idea: after all, how much of respectable science does not gain meaning in retrospect. I wince when I say it, but Naturalism seems so much more productive and so much less nihilistic when I have the power to say to myself, 'this ruin, this process, this natural process, makes me want to buck the system.' <br /><br />I do not think Naturalism is painting a doomsday portrait of humanity, telling us to give up our powdered wigs and head to the woods. Instead, I think that it is cataloging proofs and experiments, that we are, of course, free to ignore. We can ignore it all we want, if we want to give the Naturalists more corpses to bury. <br /><br />For surely, despite their aesthetic specifically designed without sympathy towards their characters' likely and catastrophic fate, they are impassioned by readerly inaction and writerly snobisme. I do see the delightful risk in the hope that the audience will understand what's to be done with what they see. As has been mentioned, there's danger in the hopeless seeing their fate immortalized in stone. There's danger in the hopeful disparaging the Natural because it doesn't correspond to their world view.<br /><br />And I don't think that the 'hopeful' need be either wealthy or fortunate. I have not seen it, but it seems that the film American Beauty proves the inadequacy of circumstance as a provider of vision or comfort. There are ascetics as well as gluttons as well as beggars who wonder where within themselves their humanity is, who grieve because they can't find anything that separates them from their landscape. <br /><br />Landscapes can be powerfully and beautifully portrayed, but in reality, landscapes do not enact. They change, sure, and dramatically, but only by a large set of Natural law which no one truly have power over. But it cannot be changed itself.",positive
"All right, here's the deal: if you're easily offended then you might want to stay far, far away from this one. There are some painfully funny moments in the movie, but I probably blushed about as much as I laughed. Actually, I probably blushed MORE than I laughed. And if I wasn't literally blushing on the outside, then I was blushing on the inside. If there is absolutely nothing in this movie that embarrasses you then you simply have no shame. Whether that's a badge of honor or not is in the eye of the beholder I suppose.<br /><br />I will not deny that I laughed quite a bit, but this is a movie that I simply cannot give a blanket recommendation due to its subject matter. If I were to say, ""This movie is hilarious, go check it out!"" and some sweet, little old church-going lady heads to the theater and has a heart-attack during one of the graphically explicit sex situations, well, that's just something I don't need on my conscience.<br /><br />So how raunchy is it? Hmm, try about 100 times worse than The Wedding Crashers. Honestly. My mom would've walked out during the first scene. I feel it's my duty to at least warn you of what to expect.<br /><br />There is some cleverly intelligent comedy here, but that's what I come to expect from the man (Judd Apatow) who had a hand in both Freaks and Geeks and Undeclared. I'm all for making fun of Michael McDonald; the only man whose hair and beard are white enough to give Kenny Rogers a run for his money. Paul Rudd proclaiming, ""If I hear Ya Mo Be There one more time I'll Ya Mo burn this place down,"" is hilarious, but it's one of those things that the majority of the audience won't appreciate.<br /><br />And when we see a quick 3-second flashback of Steve Carrell singing along to Cameo's Word Up, I laughed for a good two minutes after the joke was over, whereas most everybody chuckled and then forgot about it.<br /><br />Strangely enough, despite the raunch, there's an admirable moral to the story. The movie doesn't portray Carrell as some freaky loser just because he's a virgin. He's really portrayed as a likable, admirable character. Sure, he's a little weird. After all, he has a framed Asia poster, ""more videogames than an Asian kid,"" and a toy collection that features the Million Dollar Man's BOSS, but we're never led to believe that there's actually anything wrong with the fact that he's a virgin. As odd as it may seem, there's a bit of an ""it's OK to wait"" message.<br /><br />But man, oh man, please be warned that this pushes its R rating about as far as it can go. That was certainly Apatow's intention. According to him, he just let some of the guys (particularly Rogen and Malco) improv and talk the way they normally talk, all in an effort to find lots of new ways to be dirty. If you can handle that or talk that way yourself, then you'll love the movie.<br /><br />I'm not a big fan of excessive profanity and sex jokes. I find that subtle, clever humor is much more entertaining than about 200 uses of the f-word or fratboy sex discussions. But that's me. Like I said, there are some absolutely hysterical moments here, but you have to ask yourself if they're worth sitting through one of the most vulgar movies you're likely to ever see at the theater. I just don't know how interested most women will be in what's discussed by men while playing poker. Honestly ladies, you might not want to know. If you've ever been curious why some girls think guys are gross, well, this gives you a good idea.<br /><br />There you go - my humble, honest take on what to expect. Be that your guide. It definitely should not be seen with your Sunday School class, mama, grandmama, any family members of the opposite sex, children of any age, or anybody who is easily offended by excessive profanity or explicit sex discussion. If you'd see it with any of the above then you apparently do not have any concept of what it means to be uncomfortable.",positive
"What is it with studios like Paramount that have a proven hit film series on their hands, and figure it can screw around with the budget and formula? Paramount spent less on this film than they did on TMP, which doesn't sound bad until you realize that there's a 10 gap between when the films were made. The $40 TMP cost to make would be equivalent to about $75 million in 1989. This film is the reason that Shatner has never been given a fair chance to direct other films, as well. Every time he turned around, the studio was slashing the budget and making demands regarding the storyline. The fact that this was the one storyline that Roddenberry and Shatner could agree upon for the most part made the freshman directorial task tough enough, but after all the machinations were done, all anyone ended up with was an uneven story and a load of badly executed special effects not worthy of the original series, much less a major motion picture. The most glaring examples: - All of the Phaser effects were severely ashed out and fake-looking. - The shot of the Enterprise going into the great barrier was so obviously a still-frame shot being zoomed away from. At least the popsicle stick that held the Enterprise cut out up was successfully matted out. - God ""chasing"" Kirk up the mountain... Egads, they may as well have just cut in shots of Godzilla climbing the volcano at the end of ""Godzilla 1985,"" and used thumbtacks to scratch the emulsion off of the film to make electric bolts come out of his eyes at the imperiled Captain Kirk.... Yes, friends, I have a real problem with the look of that last scene, especially.<br /><br />Thank goodness Star Trek VI was such a redeemer of a film...",negative
"WORST MOVIE EVER!!!! Can't believe I wasted 90min of my life watching this crap. The only reason I didn't turn it off was I wanted to see the Gangster dude on the cover and he wasn't even in it talk about False advertising. The people that gave this movie a ten are either Dumb,Stupid or CAST MEMBERS or friends of CAST MEMBERS.<br /><br />I gave it a solid 2 because no one else did<br /><br />I have to write more and I don't even want to. wasting my time talking about this rubbish. Please don't watch it and if you did then vote so this movie can go where it belongs. bottom 100 movies. i can't even tell you how bad it really is. think the worst movie ever that you've seen then times that be ten and thats this movie. It sucked!! If you just think I'm being bitter then watch it I dare You!! This movie should be used to torture war criminals or Terriosts. If they Watch this even two times and they'll be spilling the beans and begging for MERCY!!",negative
"This is a great little movie, full of interesting characters and situations. While not in the same class as some of the better-known movies of its time, it is still extremely watchable and memorable. The scene where Zachary Scott, sitting on a bus, casually steals the airman pin from the lapel of a coat thrown over the seat next to him, is terrific. It defines his character beautifully -- a guy who's so low, he'll purloin something of inestimable value to a war veteran, to use as a prop in his various charades. He lies easily as the situation calls for, and captivates the women in the Fenchurch household with his irresistible charm and that killer smile.<br /><br />I couldn't help wondering if this movie was made to capitalize on the success of Mildred Pierce. Scott and Bruce Bennett were teamed again, and Faye Emerson bears some resemblance to Joan Crawford, with her facial bone structure and large eyes. Also, the Mona Freeman character is not unlike the odious Veda in Mildred Pierce.<br /><br />I agree with a previous comment that the ending to the movie was too pat, with the convenient tumble over a cliff for ""Ronnie Mason"", Zachary Scott's character. Also, in one of the final scenes, we see bratty Mona Freeman reunited with the boyfriend she had previously scorned in favor of the older, smoother Zachary Scott. I think the script should've called for her to be chastened for her behavior and for her cruelty toward her sister, instead of treating it as just a typical adolescent episode. But these are minor flaws in an otherwise enjoyable and well-made movie.",positive
"Ah, how refreshing to see a vision of 18th century England complete with mud, the pox and gibbets... and accompanied by a delightful techno soundtrack to boot. This is the story of downtrodden highwayman Plunkett (Robert Carlisle) and Gentleman-fallen-on-hard-times Captain Macleane (Jonny Lee Miller), and how they get together and rob the aristo pigs. Plunkett is a hard nut, but MaCleane is far too polite for that, and thus becomes 'the gentleman highwayman'. He falls in love with Lady Rebecca (Liv Tyler), (who to be frank is the only weak part of the whole shebang) and wants to impress her.<br /><br /> The costumes are fantastic. Big, colourful, historically innacurate beautiful togs. Alan Cummings gets all the best threads, and the best lines as Lord Rochester, sporting a very non-18th century eyebrow piercing. The music shifts between swooping glorious choirs and thumping bass-laden techno, which doesn't jarr as you think it should do in a historical film. The script is fast-moving and peppered with modern-day colloquialisms; Merchant Ivory, this is not. There are hilarious parts, disgusting parts, sit-on-the-edge-of-your-seat-and-nibble-your-fingernails parts, but the whole thing chugs along and is wonderfully entertaining throughout. This is cheer-in-the-cinema stuff. Unmissable.",positive
"As a fan of Notorious B.I.G., I was looking forward to this movie. I am unfortunate to see it is a terrible movie. Jamal Woodward is not convincing or realistic enough to portray Notorious B.I.G. A lot of the story follows Notorious B.I.G.'s real son, Christopher Jordan Wallace as Notorious B.I.G. as a kid. Unfortunately, he is not convincing enough to pay tribute to his father. Derek Luke is just as unconvincing as Sean ""Puffy"" Combs. In a nutshell, no one is convincing enough to play their roles here. The big problem with this are these are actual people they are playing. It was boring, and did not give any information about Notorious B.I.G. that fans and non-fans alike did not already know. I was especially disappointed with Angela Bassett, a very good actress wasted here as Voletta Wallace. The movie slugs and slugs along thinking that Notorious B.I.G. fans will spend tons of money on it. I am unfortunate to say that that happened. It's nowhere close to a good movie. I was expecting so much out of it, but unfortunately I didn't get anything I wanted from this. I think you should definitely skip this one.",negative
"I attended a screening of ""Fierce People"" at the 2006 Woodstock Film Festival. I hesitate to label it a ""premiere"" of any sort, since it was shot in the spring of 2004 and had its world premiere at Tribeca in 2005. It played several festivals that year. Release seemed imminent, then it disappeared. Poof. Vanished. Or so it appeared to the film-going public. Rumors of a theatrical or DVD release have popped up now and then, but all proved unfounded. Then this screening was announced. Perhaps one can call it a ""re-premiere?"" It certainly felt as if I was witness to a buried treasure. And what a treasure it was.<br /><br />I suppose one could characterize ""Fierce People"" as a coming-of-age drama. But it also has elements of comedy and tragedy, as well as mystery. And a bit of farce thrown in. In short, real life. That makes it hard to pigeonhole, which puts it more into the category of an indie as opposed to a Hollywood movie. But its high production values, big budget feel, and star caliber cast seem at odds with the indie label. So let's call it a hybrid. And, perhaps, that's why it's been ""lost."" It defies categorization.<br /><br />Meet Finn Earl (Anton Yelchin), 15, whose father is absent. In fact, Finn has never known him. But he sees him and hears him via the collection of home movies sent from South America. Dad is a renowned anthropologist, and has made a name for himself by setting up shop with the Yanomani, the tribe of ""Fierce People"" who live to kill and, well, procreate. All their activities are built around those two ""tasks,"" and Finn is captivated by it. Mom Liz (Diane Lane) is also somewhat absent. Although present physically, she is lost in a world of cocaine and alcohol. So Finn becomes an adult in his little solitary world with his reels of film.<br /><br />One summer, Mom decides to drag Finn along with her into the wilds of New Jersey. A massage therapist, Mom has catered to a wealthy client, Ogden C. Osborne (Donald Sutherland, in a tour de force performance) and he has invited her for an extended house call at his palatial estate. Osborne's ""tribe"" includes an assortment of eccentric rich kids, servants, and village idiots among whom Finn will find himself part of his own anthropological study. Will his experience with Dad's films help him survive life as a visitor to this tribe? Will he be accepted? Or will he be seen as an outsider, concurrently struggling with his own identity as an adolescent? Such is the stuff of fairy tales, and I suppose this would be if not for the dark underbelly which director Griffin Dunne and writer Dirk Wittenborn have infused into this magnificent story.<br /><br />With Anton Yelchin's voice-over, intercutting pieces of Dad's home movies, Finn must learn to go back to being the teenager he never really had a chance to be, stop being the parent to his Mom, allow newly-sober Mom to be parent to him, and learn responsibility on the way to adulthood the way it should have taken place all along. Yet he needs to make this transformation in a dangerous, dark world where playing with fire is folly to this fractured family.<br /><br />This is, first and foremost, a story-driven film and Griffin Dunne emphasized as much in the intro to the film. He bought the rights to Wittenborn's novel even as it was being written, and Wittenborn's own screenplay comes to life in the hands of the masterful Dunne in a way that's a work of wonder.<br /><br />This is also largely a character-driven film, and Sutherland has never been better. His star turn as Osborne stunned those around me and will likely leave you amazed as well. Diane Lane's character ultimately exhibits so many personalities that it's hard to imagine another actor pulling it off so well. She is breathtaking. But more than anything, ""Fierce People"" is Anton Yelchin's film. He has a long resume as a child actor but preciously little as a teen. Other than the little-known ""House of D"" (also a gem), he is best known as Byrd on TV's ""Huff."" In January, he will be seen in ""Alpha Dog"" (also sitting on the shelf since 2004, a film I saw at Sundance this year and in which he is the ""heart and soul""). His performance here goes far beyond what one would expect from someone so young, and is nothing short of spectacular.<br /><br />This complex, quirky film has remained out of sight long enough. ""Fierce People"" is a treasure filled with light and shadow, comedy and tragedy, joy and pathos, but mostly wonder.",positive
"This one started excellently. The photography and audio are the best I've experienced in years (okay, months). Especially the use of 'warm' and 'cold' colours in single sequences is astonishing. Also, making Jennifer Lopez whisper most of her lines is an idea in itself, but I'm not sure what Singh wants to accomplish with that.<br /><br />Now for the minuses. The screenplay was awful. Lopez's part turned out to be irrelevant or totally worthless to the plot. She seemed to star the movie only to sell herself and the pic. The three beds seemed just too obvious. The baptizing of the child Carl was a psychologically too underlined way to embark the motive which Carl 'worked' under. And so on..<br /><br />Anyway, the movie had great way of showing where Singh comes from. Why is it that the most talented directors seem to emerge from India nowadays?",positive
"About as hilarious as 50s British comedy can get, THE BELLES OF ST TRINIAN'S has almost a gag a minute... and at 91 minutes makes for a terrific time. Other films I equally recommend of the same period are THE TITFIELD THUNDERBOLT and THE GREEN MAN. In fact any film with Alistair Sim or Terry Thomas, George Cole, Richard Wattis or Joyce Grenfell or any combination is a delight. in ST TRINIAN'S we get a double dose of Sims playing two roles with that hilarious disdain he constantly lets ripple across his face. Joyce Grenfell as Ruby Gates (oh dear! that name!) plays her 'jolly hockey sticks' constable-incognito to hilarious perfection. Possibly the best laughs come from George Cole as Flash Harry (who comes out of a bush when whistled at) and various visits to classrooms by Ms Fritton (Sims) reacting to explosions ('Oh poor Betty!"") or science lab gin production (""just send a few bottles of that up to my room""'). Every part of the film is funny from the characters, their costumes the antics and the setting. There were sequels but the first three are the best: including this one, BLUE MURDER AT ST TRINIAN'S and later in color THE GREAT ST TRINIAN'S TRAIN ROBBERY.",positive
"This pile of sh!t is tied in my book as the worst thing ever made. I can't BELIEVE that someone actually relased this CRAP, let alone acually MADE it. HORRIBLE, HORRIBLE, HORRIBLE. Not even worth mentioning the damn story or any details about it. THAT's how bad it actually is. Avoid it like SARS!",negative
"As other reviews have said, another of the countless number of Alien clones, this time with a great wodge of The Terminator thrown in, add a bit of the classic SF Story ""Who Goes There?"", and a insanely stupid plot device lifted from The Andromeda Strain (apparently flashing red lights make rampaging killer 'droids unable to detect scared people standing three inches away from them).<br /><br />OK, the story: after a sequence of people running around in a space ship and killing each other we get a caption. <br /><br />""25 years later"". <br /><br />The crew of a relay station orbiting Mars, due to be relieved in 48 hours, detect a ginormous space ship on a collision course. It's The Siberia, the ship we saw in the opening sequence. Not a good time to have taken everything useful off-line on the relay station to do some repairs then. The approaching ship doesn't deviate from its course and is broadcasting a ""Do NOT under ANY CIRCUMSTANCES Enter This Ship!"" warning. After a lot of shouting at each other, the crew of the relay station patch something together and get the station out of the way just in the nick of time. But the ship changes course and rams them any way - impaling one of the crew on a stick-outy pointy crew impaler thing. The satellite starts to ""loose integrity"". Bits de-pressurise. Lots more shouting and running about in which only two crew people are sucked out into space backwards. (Why are they ALWAYS sucked out backwards?). <br /><br />After a few keystrokes the wheelchair bound techy (who is called 'Wheeler' - the only only detectable joke in the whole movie) deduces that the Siberia is draining them of all their power and they need to go aboard her and switch off its engines. They all go on-board and take their helmets off. ""Do NOT Enter This Ship!"" obviously means get on board the ship and expose yourself to possibly fatal infectious diseases. One team head for the Main Computer room where they find a dead frozen guy clutching what looks like an American Express card but turns out to be a minidisc. The other team find some switches. Amazingly the dead bloke turns out to be the father of the attractive female crew member voted most likely to survive an encounter with a rampaging alien. They switch the engines off but this means the ships reactor will explode. A spooky Point of View Shot starts killing people. There's some guff about the Siberia having discovered an new ore, a petential power source worth millions, which mean the more venal members of the crew immediately thrust themselves into danger to get hold of it. The POV shot returns with whoosh! whoosh! walking noises on the soundtrack. Unfortunately these give you the idea the killer is wearing corduroy trousers and the effect is wasted.<br /><br />After that it's all just running around and getting killed in order of ugliness and acting ability, until only the obvious survivors survive - along with the cute dog which had managed to lead at least two crew members to their deaths. Just why space hardened veterans wander into the jaws of certain death looking for their pets cats and dogs has long been a mystery of this kind of movie. Other stupid highlights include everyone forgetting to act the falling levels of oxygen until reminded by the voice of the on-board computer (not that the low levels of oxygen in any way dampen any of the impressive fires this load of idiots start). If the Killer Droid id so clever it can steer the ship in a tight curve and have another go at ramming the relay station why didn't it turn off the ""Do NOT under ANY CIRCUMSTANCES Enter This Ship!"" warning signal.. I'm sure if it was looking for more people to kill then yelling GO AWAY! was not a good way of going about it.<br /><br />Musetta Vander is the only person who gets to do any acting - everyone else just flares their nostrils all the time while baring their teeth and shouting and pointing guns at each other. It that sort of script; full of exclamation marks - the only thing that kept me watching till the end was the hope that the script demand she take all her clothes off, or get wet while not wearing a lot. Unfortunately it didn't. One of the things wrong with this movie (apart from it having more cyan put on screen than in any other movie ever) is that there was no gratuitous nudity.",negative
"As the celebration of Christmas has evolved through the years, whether one concentrates on the religious or the secular traditions, it is a time when people are supposed to behave a little better to each other. That has somehow slipped past one Ebenezer Scrooge, merchant and money lender in 19th century London.<br /><br />As his nephew points out to his uncle, he doesn't keep Christmas in any way because Scrooge feels the whole thing is humbug. The humanity in Scrooge was driven out long ago, he's a hard case, a whole lot like his 20th Century counterpart, Mr. Potter of Bedford Falls, New York.<br /><br />But as Charles Dickens told this tale, redemption is not too late for any of us and a lonely ghost and three spirits visit Scrooge and show him how.<br /><br />A Christmas Carol is such a timeless holiday classic that we sometimes forget that it is as much a social commentary of 19th century Great Britain as Oliver Twist was. The characters in this film are middle and lower class. The Cratchits are a couple of rungs above the street people in Oliver Twist, but they are having to struggle to stay up there. Still love and happiness radiate their home, no thanks to the guy Bob Cratchit works for. <br /><br />Like George Bailey who did a whole lot of good in his life and just had to be reminded how much, Ebenezer Scrooge needed a wake up call as to the potentiality he still had for doing some good in this old world.<br /><br />Patrick Stewart in his live performances and filmed play has pretty much taken over the part of Scrooge. But George C. Scott captures the old miser pretty well in this film. The meanness of him, but with a trace of sadness that makes us root for him to change. Scott joins a fine tradition of people like Reginald Owen and Alastair Sim who've both done great interpretations of Scrooge.<br /><br />Among the supporting roles I particularly enjoyed David Warner as Bob Cratchit and Edward Woodward as a hearty and stern spirit of Christmas present. <br /><br />According to IMDb this is one of 32 versions of A Christmas Carol made that they have archived and it is one of the best.",positive
"HUNT FOR JUSTICE is a Canadian television drama that has made it to DVD and that is reason for gratitude for those who hunger for educational dramas that inform us about facts of current history that somehow get buried in the media. The film is not a Hollywood production, it relies heavily on footage from court files, but it also introduces to many of us the act of heroism of Louise Arbour in bringing about the trial of Yugoslavian President Slobodan Milosevic.<br /><br />Louise Arbour (veteran Canadian actor Wendy Crewson) is a Canadian judge appointed by NATO as the Chief War Crimes Prosecutor at the International Criminal Tribunal in The Hague. The film begins in 1996 when Arbour travels to The Hague to face the political obstacles that are preventing the Tribunal to bringing to justice the war criminals in the war Yugoslavia has been waging in Serbia, Croatia, and Bosnia, a war that has gross evidence of crimes against humanity in the form of genocide, extermination camps, and other heinous abuses. The progress toward bringing the criminals to justice is hampered by generals (including one played by William Hurt) who fear a major World War if precautions against same are infringed upon. Arbour, with the keen help of her translator Pasko Odsak (Stipe Erceg), her staff including Keller (Heino Ferch) and the unexpected assistance from British Capt. John Tanner (John Corbett), forges ahead, focusing the impossible task of bringing all responsible parties to justice on three specific events. Two of the three top suspects are captured but during their trials each meets his end. This leaves only Slobodan Milosevic himself, and Arbour and her colleagues are successful in bringing the war criminal to justice in 1999.<br /><br />There are several touching side plots employed in the telling of this well-documented tale, stories that make the point in history more personal. Some may find the film footage of corpses and prisoners and death camps too strong to watch, but they are necessary to bring home the purpose of the film. Wendy Crewson carries the power to drive the message home - the message that war crimes must never go unpunished. There is much current history to be learned from this film: writers Ian Adams, Riley Adams and M.A. Lovretta have condensed the information and made it dramatic as well. Director Charles Binamé balances the docudrama with the story progress, never forgetting that he has a tale of intrigue to tell as well. HUNT FOR JUSTICE is worth watching! Grady Harp",positive
"Very glad to see that this excellent film gets such high marks from the users of IMDB. The Best Years of Their Lives remains the finest cinematic statement about veterans returning from war that I have come across. Easily the finest performance by the often overlooked Frederick March. In fact the entire cast shines, including music legend Hoagy Carmichael who treats us all with a subtle version of his classic Lazy River. I would recommend this excellent film to anyone who loves movies.",positive
"This film is a massive Yawn proving that Americans haven't got the hang of farce. Even when it has already been written for them! The original film ""Hodet Over Vannet"" is a witty comedy of errors that I would rate 8/10. It isn't just about a linguistic translation, but certain absurd chains of events are skipped entirely, robbing the film of its original clever farcical nature and turning it into a cheap ""oops there go my trousers"" style of farce.",negative
"This early Sirk melodrama, shot in black and white, is a minor film, yet showcases the flair of the German director in enhancing tired story lines into something resembling art. Set in the 1910's, Barbara Stanwyck is the woman who has sinned by abandoning her small-town husband and family for the lure of the Chicago stage. She never fulfilled her ambitions, and is drawn back to the town she left by an eager letter from her daughter informing her that she too has taken a liking to the theatre (a high school production, that is). Back in her old town she once again comes up against small-mindedness, and has to deal with her hostile eldest daughter, bewildered (and boring) husband (Richard Carlson) and ex-lover. The plot is nothing new but Sirk sets himself apart by creating meaningful compositions, with every frame carefully shot, and he is aided immeasurably by having Stanwyck as his leading lady. It runs a crisp 76 minutes, and that's just as well, because the material doesn't really have the legs to go any further.",positive
"I thought that Mukhsin has been wonderfully written. Its not just about entertainment. There's tonnes of subtle messages that i think Yasmin was trying to bring across. And yes, it might be confusing to some of you(especially if you didn't watch Sepet and/or Gubra for 76 times).<br /><br />I bet u noticed how they use characters from the two movies before right? Its really ironic how the characters relate. Like the bossy neighbour is that prostitute from Gubra. And the chick at the snooker pad turns out to be the religious and wife of the pious man in the future. <br /><br />And i absolutely love the voice-overs. Its crude yet awakeningly fresh. Like, when they took a shot of the Rumah Tumpangan Gamin signboard, then there was suddenly Mukhsin's voice saying 'Bismillahhirrahmannirrahim..' (the scene when he climbed the tree).<br /><br />It captured Malaysian's attitude(and in some mild way, sniggering at how pathetic it is) portrayed in the character. For example, even the kids can be really sharp tongued(complete with the shrill annoying voice) and simply bad mouth ppl all movie long. And how you can be such a busybody and talk about ppl, when ur own life isn't sorted out. <br /><br />All i can say is, this movie totally reached my expectation if not exceeded it. <br /><br />It kept me glued to the screen, i couldn't even take my eyes off it. Not even to make out in the cinema. Ha ha.",positive
